state,joint,prior,likelihood,treeModel.rootHeight,age(root),treeLength,tmrca(Kassala_outbreak),age(Kassala_outbreak),constant.popSize,kappa,frequencies1,frequencies2,frequencies3,frequencies4,alpha,ucld.mean,ucld.stdev,meanRate,coefficientOfVariation,covariance,treeLikelihood,branchRates,coalescent
38460000,-27300.408929601723,-3119.1411654476146,-24181.26776415411,14.639796164937826,2003.360203835062,127.12015152394916,2.075520162262182,2015.9244798377379,3.337932134861529,9.580089476595715,0.28881586441983154,0.25449569560151347,0.2492067627977909,0.20748167718085883,0.10714930693694207,7.142405349733653E-4,7.585110692776608E-4,6.974213226445572E-4,1.0831059792423208,0.04773571887776418,-24181.26776415411,-2621.559854121456,-501.21490846749236
38470000,-27299.029261696793,-3130.529571939421,-24168.499689757373,14.073686423295582,2003.9263135767044,128.31697757458898,1.1939415117413936,2016.8060584882587,3.9159337628409587,11.087647987051232,0.2858295847722982,0.25370051804354826,0.25130288043325427,0.209167016750894,0.1110491872766956,7.03438066667197E-4,7.168928209972024E-4,6.928772498588994E-4,1.0545173107169024,0.03940862867468136,-24168.499689757373,-2621.559854121456,-512.1779731990291
38480000,-27389.584675424114,-3163.294370227297,-24226.290305196817,14.40901262042837,2003.5909873795717,139.6926325106013,1.131952102764125,2016.8680478972358,4.502331170495268,11.35488966418405,0.2882628553525886,0.25209431288255,0.24760685333399396,0.21203597843086214,0.08608559563141205,6.330690285762505E-4,5.205687910680167E-4,6.680708759642914E-4,0.852318574142561,0.015341239922070718,-24226.290305196817,-2621.559854121456,-544.9053177816006
38490000,-27386.002566976713,-3164.6862263645253,-24221.316340612186,15.064463257961865,2002.935536742038,140.4919656166518,1.0828262150858818,2016.9171737849142,4.892919045990487,10.846949939991054,0.2843948562169913,0.2522669678071148,0.25136600619382715,0.2119721697820615,0.03862175032576915,6.700549021732554E-4,5.291523610221201E-4,6.530501119453644E-4,0.879470725027752,-0.00583794560911715,-24221.316340612186,-2621.559854121456,-546.3646103608279
38500000,-27404.862652509983,-3203.593864141924,-24201.26878836806,15.428745851205571,2002.5712541487944,155.85323347235706,1.0997341794938742,2016.900265820506,5.900800736850738,12.866839301601821,0.27925222546356404,0.26295998733180187,0.2435672116720821,0.2142205755325467,0.012377112579938855,6.498286969829816E-4,7.395593112912672E-4,5.661509262699969E-4,1.2222895498322701,-0.034621555229059214,-24201.26878836806,-2621.559854121456,-584.8655248161708
38510000,-27376.54555507498,-3181.9615715250698,-24194.58398354991,14.819034054840316,2003.1809659451596,148.59842358839316,1.0997304245062376,2016.9002695754937,5.117563802964008,9.87587253475224,0.28185602027471884,0.256782200350754,0.24816130173720927,0.2132004776373124,0.21658655226728987,6.769551588724378E-4,6.231420276917096E-4,6.152013161216303E-4,0.9401555536696654,0.041823467373195214,-24194.58398354991,-2621.559854121456,-563.4293655086128
38520000,-27321.99554313972,-3137.3489585438447,-24184.646584595877,15.473815423167894,2002.526184576832,135.18806609772125,0.8459215381009265,2017.154078461899,3.7893621291204758,10.403079208788263,0.2848396997497438,0.2536614324025462,0.2512849442797113,0.21021392356799298,0.018616425378672277,7.573658703947026E-4,6.607050940527508E-4,6.610115257298689E-4,0.9028628465372047,-0.005428948323595964,-24184.646584595877,-2621.559854121456,-519.3120445451117
38530000,-27335.42614993187,-3139.3529744070993,-24196.073175524773,16.772345520552534,2001.2276544794474,137.87118136532774,0.8473881686313478,2017.1526118313686,3.9104992362139996,11.2454705982281,0.28747349650877785,0.25929816024473407,0.25103495341467524,0.2021933898318073,0.057609829201432296,7.987218457632799E-4,7.500777154589494E-4,6.785337153633477E-4,0.9631405813037652,-0.006164694938364257,-24196.073175524773,-2621.559854121456,-521.035163302806
38540000,-27312.72079612157,-3124.4073094578084,-24188.313486663763,15.209692449869058,2002.790307550131,129.23817472101376,0.9245944549342822,2017.0754055450657,4.028061607299565,12.490977436674527,0.282726700090766,0.25717230182788725,0.24956893300089125,0.2105320650804499,0.0832152772349609,7.84318533588563E-4,6.97244742396955E-4,6.789226772235731E-4,0.8886279350445924,0.022099082725937236,-24188.313486663763,-2621.559854121456,-505.7903189666832
38550000,-27319.95879521984,-3125.4512303230385,-24194.507564896805,15.194204163048331,2002.8057958369516,128.3259193954137,0.9378083651613911,2017.0621916348387,3.918849312257637,12.17017298720521,0.28339961482968273,0.25773875237655525,0.24969799219163746,0.20916364060211903,0.13582765565455102,7.768709901195061E-4,7.480575633787702E-4,7.073984746874519E-4,0.9477578849910697,0.03782613901821508,-24194.507564896805,-2621.559854121456,-506.8104455967606
38560000,-27339.121150491497,-3134.777311936703,-24204.343838554796,15.986384045184414,2002.0136159548156,133.54325281118463,0.9571636166621362,2017.0428363833378,3.534572660819057,12.46344436411307,0.2839443253408079,0.2580487210894841,0.24918588040636502,0.20882107316333753,0.03422849572797512,7.929665076245404E-4,7.685564605110545E-4,6.826343035900151E-4,0.9511209750037383,-0.05045444205169736,-24204.343838554796,-2621.559854121456,-516.3995026601698
38570000,-27332.038046516653,-3154.6862447349467,-24177.351801781704,15.677911782706179,2002.3220882172939,140.34750180881338,1.4550224562041134,2016.544977543796,4.157280500160403,9.065113769238625,0.2871856051419427,0.25437015422680503,0.24880358697026636,0.20964065366098042,0.13488495476348256,6.851997237262893E-4,5.793873158417959E-4,6.361948648729596E-4,0.9210710700369538,0.03434700036065355,-24177.351801781704,-2621.559854121456,-536.6492435667828
38580000,-27323.815998913597,-3139.965360402488,-24183.850638511107,14.712504883736761,2003.2874951162632,133.76072075941138,1.0660384015701638,2016.9339615984297,3.9907085445059622,9.069393606963866,0.2822032335099074,0.26518368574504914,0.2468731536759776,0.20573992706906027,0.12835030751831714,6.97416377163572E-4,6.35553477814243E-4,6.85643324763805E-4,0.9416027044988761,0.07111646875431102,-24183.850638511107,-2621.559854121456,-521.9513249874553
38590000,-27353.264813115115,-3144.537813300874,-24208.72699981424,14.46521050523742,2003.5347894947627,132.64746787533278,1.383573288277242,2016.6164267117229,4.124072687015954,9.55582654131209,0.2894045205875103,0.25820814664909125,0.24215065892274198,0.21023667384065084,0.1068643893623824,7.084832908795484E-4,8.172066702930925E-4,6.47776966615321E-4,1.1553648867665598,-0.00824322417897397,-24208.72699981424,-2621.559854121456,-526.4271822194919
38600000,-27341.374694754086,-3163.317490351128,-24178.057204402958,15.31205842681129,2002.6879415731887,139.5838219134789,0.8849589190942114,2017.1150410809057,4.492608834535806,11.898421636029893,0.28865836612387996,0.2573095978524541,0.24466361498566797,0.20936842103799247,0.04400580231481846,6.77984377750182E-4,7.198606624211837E-4,6.87255664228115E-4,1.0797947887814434,-0.035495572498008485,-24178.057204402958,-2621.559854121456,-544.8830601201971
38610000,-27332.789404925854,-3151.906365483001,-24180.88303944285,14.434112754724655,2003.5658872452752,134.25302127646754,0.9316869914161481,2017.0683130085838,4.038767188226233,10.48815689915228,0.2883887693792518,0.2541755106764369,0.2505581370546363,0.2068775828896696,0.04471199892307967,6.725242128884728E-4,6.246371352888284E-4,6.98310552494632E-4,0.9010993290253515,0.0329898227493345,-24180.88303944285,-2621.559854121456,-533.8064969224775
38620000,-27348.41497372134,-3146.3847302308322,-24202.03024349051,14.73237834298488,2003.267621657015,133.5330430243825,0.9563535354531391,2017.0436464645468,4.161512250204126,11.273496161937588,0.2770661165766793,0.2566782851809449,0.2549663756220572,0.2112892226203131,0.1169088759674103,6.892520043474649E-4,7.725824677428414E-4,6.771114201426271E-4,1.0658709804251763,-0.023178538226286537,-24202.03024349051,-2621.559854121456,-527.957087279555
38630000,-27307.137562654592,-3117.861585240067,-24189.275977414523,14.64030833316778,2003.3596916668323,124.14295863511524,0.7007312235332985,2017.2992687764668,3.653367641551833,10.330266736204425,0.28387882880361137,0.2658832478665605,0.244141470946266,0.20609645238355664,0.10128002678542089,7.724932517581208E-4,9.034283569119518E-4,6.877650120339837E-4,1.178371640436744,-0.03834885143678746,-24189.275977414523,-2621.559854121456,-499.6621874102147
38640000,-27298.12980182339,-3100.4483717172247,-24197.681430106164,14.78433309399846,2003.2156669060016,118.10286921202317,0.6771738676818392,2017.3228261323181,3.5504615904220977,10.753804742105151,0.2942964882492481,0.2577238639314118,0.24302230434181488,0.20495734347751984,0.11963019087296779,9.317285200729216E-4,0.0011566656329232343,8.205747965661668E-4,1.2517370100405893,-0.04055334522887782,-24197.681430106164,-2621.559854121456,-482.03226613168346
38650000,-27293.71228380466,-3106.7741211641705,-24186.93816264049,14.140014959981619,2003.8599850400183,118.06223889472837,0.7556413266321749,2017.2443586733677,3.23375992541323,11.705766922831902,0.2840303930388238,0.25522159777232184,0.2551628939050708,0.20558511528377818,0.0874162427253197,8.433515046664681E-4,8.302084940384144E-4,7.692858284113291E-4,1.0286387317745478,0.03727086320707281,-24186.93816264049,-2621.559854121456,-488.41520179071847
38660000,-27302.27060707514,-3111.5494450475885,-24190.721162027552,14.287542370863425,2003.7124576291367,117.45821368743526,1.0522241553877543,2016.9477758446124,3.688579864884344,10.785700281665244,0.2886480272434581,0.2561285417696034,0.24590146870868027,0.20932196227825287,0.012872799339253605,8.023211304816792E-4,7.679194984018478E-4,7.77676815907664E-4,1.011671072493392,0.10035941893453572,-24190.721162027552,-2621.559854121456,-493.39211568695515
38670000,-27298.202086621324,-3127.8272545681757,-24170.37483205315,14.076716780307411,2003.9232832196926,121.34679687128909,0.6618486290214899,2017.3381513709785,4.213511732452215,10.055839685101454,0.2850301207074748,0.2558419106308448,0.24896380451205744,0.21016416414961758,0.11721640876925057,7.930459175065073E-4,8.079778318305649E-4,7.401493834478747E-4,1.087221748140002,0.05039409497152027,-24170.37483205315,-2621.559854121456,-509.4784680308
38680000,-27322.2191992259,-3149.302943266231,-24172.91625595967,14.707387490408303,2003.2926125095917,131.58350899059442,0.7290636897458647,2017.2709363102542,4.488350626683775,10.7616527367018,0.28996193155105937,0.25661699635293683,0.24628770785414483,0.20713336424185347,0.11090283898560509,7.539837973828137E-4,7.591313273125819E-4,6.768967307678108E-4,1.0608655007842431,0.08131023965346636,-24172.91625595967,-2621.559854121456,-530.8404116468872
38690000,-27316.203197618066,-3126.342231640596,-24189.86096597747,14.296319120294301,2003.7036808797056,123.7987212867771,0.852249902648332,2017.1477500973517,4.206206803555911,12.015480784460175,0.2777174192574994,0.2647680411966699,0.24373451033330265,0.2137800292125227,0.14344981558286196,8.622442210422723E-4,9.331806525981491E-4,7.209989673565632E-4,1.1793572754034147,0.08982116738588701,-24189.86096597747,-2621.559854121456,-507.56275389087733
38700000,-27300.624474345877,-3133.358133405674,-24167.266340940205,14.044791393393357,2003.9552086066067,126.56290566103449,0.8650184704577132,2017.1349815295423,3.4212170018722112,13.183219433712217,0.2867623217947141,0.25432165643356186,0.25032445510748486,0.2085915666642337,0.1695449943830997,7.823297166058805E-4,7.627681872060071E-4,7.109288425146479E-4,0.9787165017586599,0.18851066035127775,-24167.266340940205,-2621.559854121456,-514.61722344235
38710000,-27331.34987651967,-3163.026665742279,-24168.32321077739,14.477134042905748,2003.5228659570942,134.35591521731467,1.2006231255549253,2016.799376874445,4.096889225147179,12.41707731517767,0.28619360514779285,0.2548563737043066,0.24921028943867893,0.2097397317092161,0.06286304293671369,7.285061776496458E-4,7.440880472208375E-4,6.960333168358531E-4,1.040080022695583,0.11460889069579473,-24168.32321077739,-2621.559854121456,-544.5048225620556
38720000,-27348.74596597302,-3148.724365569487,-24200.021600403532,14.224938724863293,2003.7750612751367,129.6844826676944,1.614716413061985,2016.385283586938,4.78513619808771,9.75045101906789,0.28248999758562915,0.2556986933098522,0.24636447101750641,0.21544683808700654,0.10430470289677204,7.856935543145646E-4,8.237036487161061E-4,7.271314738134452E-4,1.0213779748742424,0.0036095137556360355,-24200.021600403532,-2621.559854121456,-530.362717069349
38730000,-27326.46470682545,-3140.217168673744,-24186.247538151703,14.623324175782441,2003.3766758242175,131.81822716729138,1.076380705664602,2016.9236192943354,3.9235361352595843,11.283299805595089,0.28491411279710216,0.2542454371065467,0.24479603407269135,0.21604441602365404,0.12430626399456148,7.87620652778346E-4,8.971647257816684E-4,7.131752136233581E-4,1.1866015193800075,0.018483875367071915,-24186.247538151703,-2621.559854121456,-521.7466294198687
38740000,-27310.38922912567,-3122.348121860183,-24188.041107265486,14.91726030614503,2003.082739693855,128.42322483658887,1.2324247842211593,2016.7675752157788,3.6440359412308205,12.096599605274994,0.28497803608340694,0.25215392506219975,0.24986508864541956,0.213002950208968,0.04574019534844669,7.499394754401803E-4,7.942363515640266E-4,6.815251330791228E-4,1.09308752810586,0.09458585369462119,-24188.041107265486,-2621.559854121456,-503.9933518930927
